X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,QualityOfLife,CODE_DEFINED,LAT,LONG,ObjectId
-8480168.08204104,5317553.3861839,2023/01/05 05:00:00+00,551,551,300 HARTSON ST     ,True,CRIMINAL MISCHIEF,43.036659,-76.178646,33
-8476337.41149493,5318299.08210511,2023/01/05 05:00:00+00,455,455,1000 S  MCBRIDE ST     ,False,SIMPLE ASSAULT,43.0415550000001,-76.144234501,34
-8478888.18619564,5317945.41743032,2023/01/05 05:00:00+00,1714,1714,200 SABINE ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0392330000001,-76.1671484999999,35
-8477567.71439586,5312688.6322306,2023/01/05 05:00:00+00,1934,1934,100 SMITH LN     ,False,POSSESSION/USE DRUG,43.004709,-76.1552865,36
-8472952.5752868,5319142.17397738,2023/01/06 05:00:00+00,1101,1101,400 ELLIS ST     ,False,ALL OTHER OFFENSES,43.04709,-76.113828,37
-8479353.55732691,5318943.38936565,2023/01/05 05:00:00+00,2121,2121,200 S  GEDDES ST     ,False,DRIVING UNDER INFLUENCE,43.0457850000001,-76.171329,38
-8481860.7505583,5319650.80765171,2023/01/06 05:00:00+00,1148,1148,1900 W  GENESEE ST     ,False,OFFN AGAINST FAMILY,43.0504290000001,-76.1938514999999,39
-8473217.07050825,5322981.60303909,2023/01/06 05:00:00+00,1422,1422,100 LINWILL TER    ,False,SIMPLE ASSAULT,43.0722900000001,-76.116204001,40
-8479620.05618786,5322321.931704,2023/01/06 05:00:00+00,1342,1342,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,41
-8475612.55451931,5324136.48292589,2023/01/07 05:00:00+00,159,159,700 DARLINGTON RD     ,True,SIMPLE ASSAULT,43.079868,-76.1377229999999,42
-8479620.05618786,5322321.931704,2023/01/06 05:00:00+00,1406,1406,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,43
-8476082.43408995,5319948.32320146,2023/01/07 05:00:00+00,628,628,200 CATHERINE ST     ,False,OFFN AGAINST FAMILY,43.0523820000001,-76.141944,44
-8476222.69664835,5321729.50152502,2023/01/07 05:00:00+00,912,912,1000 BUTTERNUT ST     ,True,CRIMINAL MISCHIEF,43.0640730000001,-76.143204,45
-8476328.89544256,5318090.71990164,2023/01/07 05:00:00+00,1744,1744,1100 S  MCBRIDE ST     ,False,KIDNAPPING,43.0401870000001,-76.1441579999999,46
-8480678.03662837,5319990.82619624,2023/01/07 05:00:00+00,1756,1756,1800 W  FAYETTE ST     ,False,OFFN AGAINST FAMILY,43.0526610000001,-76.183227,47
-8479854.49503548,5317816.56618537,2023/01/07 05:00:00+00,2313,2313,200 CADWELL ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0383870000001,-76.175829,48
-8477650.36911777,5322774.5078519,2023/01/08 05:00:00+00,226,226,600 COURT ST     ,False,CRIMINAL MISCHIEF,43.070931,-76.156029,49
-8477395.8926505,5319260.07581403,2023/01/08 05:00:00+00,152,152,400 S  CLINTON ST     ,False,SIMPLE ASSAULT,43.0478640000001,-76.153742999,50
-8472952.5752868,5319142.17397738,2023/01/08 05:00:00+00,1021,1021,400 ELLIS ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.04709,-76.113828,51
-8478127.76275404,5323258.65146365,2023/01/08 05:00:00+00,530,530,1500 FIRST NORTH ST     ,False,CRIMINAL MISCHIEF,43.0741080000001,-76.1603175,52
-8475991.7643647,5318284.00310549,2023/01/08 05:00:00+00,1645,1645,100 FRISBIE CT     ,False,SIMPLE ASSAULT,43.041456,-76.1411295,53
-8473408.4286016,5317366.97150019,2023/01/08 05:00:00+00,2000,2000,200 ROOSEVELT AVE    ,True,SIMPLE ASSAULT,43.0354350000001,-76.117923,54
-8479620.05618786,5322321.931704,2023/01/08 05:00:00+00,1205,1205,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,55
-8476281.80740928,5320496.76379018,2023/01/08 05:00:00+00,2254,2254,500 CATHERINE ST     ,False,SIMPLE ASSAULT,43.055982,-76.143735001,56
-8479620.05618786,5322321.931704,2023/01/08 05:00:00+00,1434,1434,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,57
-8473863.78097869,5319094.1910977,2023/01/08 05:00:00+00,2327,2327,300 COLUMBUS AVE    ,True,CRIMINAL MISCHIEF,43.046775,-76.1220135,58
-8479620.05618786,5322321.931704,2023/01/08 05:00:00+00,2015,2015,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,59
-8476644.98713667,5322603.0749127,2023/01/09 05:00:00+00,1344,1344,400 GRIFFITHS ST     ,True,CRIMINAL MISCHIEF,43.069806,-76.1469974999999,60
-8475991.7643647,5318284.00310549,2023/01/09 05:00:00+00,1454,1454,100 FRISBIE CT     ,False,SIMPLE ASSAULT,43.041456,-76.1411295,61
-8476769.7206261,5319449.27024237,2023/01/09 05:00:00+00,1228,1228,300 E  WASHINGTON ST     ,False,OFFN AGAINST FAMILY,43.0491060000001,-76.148118,62
-8478888.18619564,5317945.41743032,2023/01/09 05:00:00+00,1931,1931,200 SABINE ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0392330000001,-76.1671484999999,63
-8477231.08414438,5318644.53494196,2023/01/09 05:00:00+00,1531,1531,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,64
-8478163.83026905,5314458.83561301,2023/01/10 05:00:00+00,858,858,300 VALLEY DR     ,False,OFFN AGAINST FAMILY,43.0163370000001,-76.1606414999999,65
-8482040.58719568,5316617.238226,2023/01/10 05:00:00+00,1125,1125,100 INVERNESS PL     ,False,SIMPLE ASSAULT,43.030512,-76.195467,66
-8476738.16143914,5315782.59678606,2023/01/10 05:00:00+00,1202,1202,300 W  COLVIN ST     ,False,OFFN AGAINST FAMILY,43.0250310000001,-76.1478344989999,67
-8476769.7206261,5319449.27024237,2023/01/10 05:00:00+00,1230,1500,300 E  WASHINGTON ST     ,False,ALL OTHER OFFENSES,43.0491060000001,-76.148118,68
-8476769.7206261,5319449.27024237,2023/01/10 05:00:00+00,1530,1530,300 E  WASHINGTON ST     ,False,SIMPLE ASSAULT,43.0491060000001,-76.148118,69
-8476222.19571064,5322105.25149323,2023/01/11 05:00:00+00,106,106,1200 BUTTERNUT ST     ,False,CRIMINAL MISCHIEF,43.066539,-76.1431995,70
-8477231.08414438,5318644.53494196,2023/01/11 05:00:00+00,1553,1553,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,71
-8476769.7206261,5319449.27024237,2023/01/11 05:00:00+00,1753,1753,300 E  WASHINGTON ST     ,False,POSSESSION/USE DRUG,43.0491060000001,-76.148118,72
-8480678.03662837,5319990.82619624,2023/01/11 05:00:00+00,1948,1948,1800 W  FAYETTE ST     ,False,OFFN AGAINST FAMILY,43.0526610000001,-76.183227,73
-8479620.05618786,5322321.931704,2023/01/11 05:00:00+00,930,1005,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,74
-8473442.99330349,5322782.73671214,2023/01/11 05:00:00+00,2335,2335,100 VILLAGE DR     ,False,CRIMINAL MISCHIEF,43.0709850000001,-76.1182335,75
-8473390.39484409,5322934.97193411,2023/01/12 05:00:00+00,402,402,200 VILLAGE DR     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.071984,-76.117761,76
-8476473.16550263,5316681.65535956,2023/01/12 05:00:00+00,1211,1211,200 W  KENNEDY ST     ,True,CRIMINAL MISCHIEF,43.0309350000001,-76.145454,77
-8479620.05618786,5322321.931704,2023/01/12 05:00:00+00,1155,1155,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,78
-8479620.05618786,5322321.931704,2023/01/12 05:00:00+00,1624,1624,1 DESTINY USA DR,False,ALL OTHER OFFENSES,43.067961,-76.1737229999999,79
-8473490.58238581,5320773.73852276,2023/01/13 05:00:00+00,1300,1410,600 ROBINSON ST     ,False,SIMPLE ASSAULT,43.0578,-76.118661,80
-8479620.05618786,5322321.931704,2023/01/12 05:00:00+00,1843,1843,1 DESTINY USA DR,False,CRIMINAL MISCHIEF,43.067961,-76.1737229999999,81
-8478402.27661834,5314989.1397893,2023/01/13 05:00:00+00,2343,2343,200 GLENWOOD AVE    ,False,SIMPLE ASSAULT,43.01982,-76.1627835,82
-8477665.39724903,5319413.6246224,2023/01/13 05:00:00+00,2225,2225,300 W  FAYETTE ST     ,True,SIMPLE ASSAULT,43.0488720000001,-76.156164,83
-8472735.16820996,5329331.0936062,2023/01/13 05:00:00+00,1529,1529,1000 COL EILEEN COLLINS BLVD   ,False,POSSESSION/USE DRUG,43.1139420000001,-76.111874999,84
-8473863.78097869,5319094.1910977,2023/01/14 05:00:00+00,46,46,300 COLUMBUS AVE    ,False,SIMPLE ASSAULT,43.046775,-76.1220135,85
-8478208.41372512,5318714.44956993,2023/01/14 05:00:00+00,1206,1206,400 FABIUS ST     ,True,POSSESSION/USE DANGEROUS WEAPONS,43.0442820000001,-76.161042,86
-8478420.31037584,5317664.41434322,2023/01/14 05:00:00+00,307,1506,700 W  ONONDAGA ST     ,True,CRIMINAL MISCHIEF,43.0373880000001,-76.1629455,87
-8479925.62819009,5319783.79730256,2023/01/14 05:00:00+00,1943,1943,300 APPLE ST     ,False,SIMPLE ASSAULT,43.0513020000001,-76.1764679999999,88
-8471794.9082423,5319405.39872941,2023/01/14 05:00:00+00,1817,1817,100 W  FAYETTE ST     ,True,CRIMINAL MISCHIEF,43.048818,-76.1034284999999,89
-8475322.01064834,5322561.9314755,2023/01/15 05:00:00+00,118,118,600 HELEN ST     ,False,SIMPLE ASSAULT,43.069536,-76.1351129999999,90
-8477735.02759052,5311625.57515846,2023/01/15 05:00:00+00,321,321,200 CHAFFEE AVE    ,True,CRIMINAL MISCHIEF,42.9977250000001,-76.1567894999999,91
-8478735.90113224,5315594.84699272,2023/01/15 05:00:00+00,1958,1958,500 SUMMIT AVE    ,False,ALL OTHER OFFENSES,43.0237980000001,-76.1657805,92
-8477395.8926505,5319260.07581403,2023/01/15 05:00:00+00,2347,2347,400 S  CLINTON ST     ,False,SIMPLE ASSAULT,43.0478640000001,-76.153742999,93
-8476769.7206261,5319449.27024237,2023/01/15 05:00:00+00,2240,2240,300 E  WASHINGTON ST     ,False,SIMPLE ASSAULT,43.0491060000001,-76.148118,94
-8479033.45813113,5319617.90328794,2023/01/16 05:00:00+00,511,511,200 RICHMOND AVE    ,False,OFFN AGAINST FAMILY,43.050213,-76.1684534999999,95
-8471255.39833017,5321422.33029821,2023/01/16 05:00:00+00,1021,1021,500 PLYMOUTH DR     ,False,SIMPLE ASSAULT,43.062057,-76.098582,96
-8476769.7206261,5319449.27024237,2023/01/16 05:00:00+00,1637,1637,300 E  WASHINGTON ST     ,False,SIMPLE ASSAULT,43.0491060000001,-76.148118,97
-8475444.74038693,5319048.95032253,2023/01/16 05:00:00+00,1733,1733,1000 E  GENESEE ST     ,False,CRIMINAL MISCHIEF,43.046478,-76.1362154999999,98
-8472898.47401428,5319247.73718003,2023/01/16 05:00:00+00,1805,1805,2100 E  FAYETTE ST     ,False,POSSESSION/USE DRUG,43.047783,-76.113342,99
-8478513.98561603,5317057.20238116,2023/01/16 05:00:00+00,1923,1923,700 BELLEVUE AVE    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.033401,-76.163786999,100
-8476707.42635038,5319200.73520718,2023/01/23 05:00:00+00,1522,1522,500 S  STATE ST     ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,101
-8477085.23924747,5318475.64087567,2023/01/24 05:00:00+00,112,112,700 S  WARREN ST     ,False,FRAUD,43.0427141710001,-76.1509523519999,102
-8478239.71721121,5317062.61518095,2023/01/24 05:00:00+00,133,133,500 BELLEVUE AVE    ,False,OFFN AGAINST FAMILY,43.0334365420001,-76.161323204,103
-8476306.20151721,5310659.85861371,2023/01/24 05:00:00+00,1011,1011,100 SEARLWYN RD     ,False,SIMPLE ASSAULT,42.991379813,-76.143954137,104
-8476708.10528795,5320961.592396,2023/03/08 05:00:00+00,1156,1156,500 BUTTERNUT ST     ,False,ALL OTHER OFFENSES,43.0590330000001,-76.1475645,105
-8477887.60943169,5315486.17173505,2023/01/24 05:00:00+00,1222,1222,100 BISHOP AVE    ,False,SIMPLE ASSAULT,43.023084291,-76.158160166,106
-8480678.03662837,5319990.82619624,2023/03/08 05:00:00+00,1616,1616,1800 W  FAYETTE ST     ,False,CRIMINAL MISCHIEF,43.0526610000001,-76.183227,107
-8477528.64125459,5321606.08330035,2023/03/08 05:00:00+00,1518,1518,900 N  SALINA ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0632630000001,-76.1549355,108
-8471255.39833017,5321422.33029821,2023/03/08 05:00:00+00,1723,1723,500 PLYMOUTH DR     ,False,OFFN AGAINST FAMILY,43.062057,-76.098582,109
-8479532.39208886,5316079.98921237,2023/03/08 05:00:00+00,1819,1819,100 ALANSON RD     ,False,SIMPLE ASSAULT,43.026984,-76.1729354999999,110
-8482124.24379301,5320105.99657328,2023/03/08 05:00:00+00,1334,1400,100 DRISCOLL AVE    ,False,ALL OTHER OFFENSES,43.053417,-76.1962185,111
-8479463.76351148,5318310.04866556,2023/03/08 05:00:00+00,2333,2333,600 S  GEDDES ST     ,True,CRIMINAL MISCHIEF,43.0416270000001,-76.172318999,112
-8477463.37608429,5321120.25019902,2023/01/24 05:00:00+00,1157,1157,1000 N  STATE ST     ,False,POSSESSION/USE DRUG,43.060074349,-76.154349213,113
-8476105.47722454,5323146.18527064,2023/03/09 05:00:00+00,143,143,1600 BUTTERNUT ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0733700000001,-76.142151,114
-8477234.08988195,5322785.47966716,2023/03/09 05:00:00+00,1821,1821,1000 FIRST NORTH ST     ,True,CRIMINAL MISCHIEF,43.0710030000001,-76.1522894999999,115
-8475285.94313332,5321799.43924285,2023/03/09 05:00:00+00,2127,2127,200 HELEN ST     ,False,CRIMINAL MISCHIEF,43.064532,-76.134789,116
-8476839.83364891,5316996.86180036,2023/01/24 05:00:00+00,739,739,100 MARTIN LUTHER KING      E ,False,SIMPLE ASSAULT,43.0330047850001,-76.148747836,117
-8477873.78733579,5318379.960791,2023/03/10 05:00:00+00,216,216,100 SHONNARD ST     ,False,SIMPLE ASSAULT,43.042086,-76.158036,118
-8477617.80816672,5315646.92319982,2023/03/10 05:00:00+00,400,400,100 ROCKLAND AVE    ,False,SIMPLE ASSAULT,43.02414,-76.1557365,119
-8479122.98293542,5317502.05369699,2023/01/24 05:00:00+00,1659,1659,200 FITCH ST     ,False,SIMPLE ASSAULT,43.036321953,-76.169257715,120
-8478402.27661834,5314989.1397893,2023/03/10 05:00:00+00,1637,1637,200 GLENWOOD AVE    ,True,SIMPLE ASSAULT,43.01982,-76.1627835,121
-8474101.72639026,5316836.53241242,2023/03/10 05:00:00+00,1800,1800,1000 ACKERMAN AVE    ,False,OFFN AGAINST FAMILY,43.031952,-76.124151,122
-8477092.82544813,5318776.13938196,2023/03/11 05:00:00+00,450,450,100 ONONDAGA AVE    ,False,OFFN AGAINST FAMILY,43.0446870000001,-76.1510205,123
-8477395.8926505,5319260.07581403,2023/03/11 05:00:00+00,109,109,400 S  CLINTON ST     ,False,SIMPLE ASSAULT,43.0478640000001,-76.153742999,124
-8476833.8406528,5322737.47807061,2023/03/11 05:00:00+00,726,726,700 FIRST NORTH ST     ,False,OFFN AGAINST FAMILY,43.0706880000001,-76.148694,125
-8476707.42635038,5319200.73520718,2023/01/24 05:00:00+00,1659,1659,500 S  STATE ST     ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,126
-8474120.76202319,5321401.76115726,2023/03/11 05:00:00+00,1431,1431,400 SHUART AVE    ,False,SIMPLE ASSAULT,43.061922,-76.1243219999999,127
-8479620.05618786,5322321.931704,2023/03/11 05:00:00+00,747,747,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,128
-8477291.19678073,5319070.88521648,2023/03/11 05:00:00+00,1802,1802,400 S  SALINA ST     ,False,DRIVING UNDER INFLUENCE,43.0466220000001,-76.1528025,129
-8479620.05618786,5322321.931704,2023/03/11 05:00:00+00,1638,1638,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,130
-8476211.17508105,5322419.30229642,2023/03/11 05:00:00+00,1945,1945,1300 BUTTERNUT ST     ,False,SIMPLE ASSAULT,43.0686000000001,-76.1431004999999,131
-8479620.05618786,5322321.931704,2023/03/11 05:00:00+00,1713,1713,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,132
-8481620.30045818,5320430.9492196,2023/03/12 05:00:00+00,856,856,900 MILTON AVE    ,False,SIMPLE ASSAULT,43.05555,-76.1916914999999,133
-8476707.42635038,5319200.73520718,2023/01/24 05:00:00+00,1659,1659,500 S  STATE ST     ,False,OFFN AGAINST FAMILY,43.0474744430001,-76.147558401,134
-8473035.73105774,5319294.34988286,2023/03/12 05:00:00+00,1215,1215,2000 E  FAYETTE ST     ,False,SIMPLE ASSAULT,43.0480890000001,-76.1145750009999,135
-8474434.94325219,5317756.54495772,2023/01/24 05:00:00+00,1515,1515,700 LIVINGSTON AVE    ,False,SIMPLE ASSAULT,43.037992914,-76.1271443379999,136
-8470979.88259046,5319966.14701444,2023/01/16 05:00:00+00,1200,1200,300 AUDUBON PKWY   ,True,CRIMINAL MISCHIEF,43.0524990000001,-76.096107,137
-8476833.8406528,5322737.47807061,2023/03/12 05:00:00+00,1332,1332,700 FIRST NORTH ST     ,False,OFFN AGAINST FAMILY,43.0706880000001,-76.148694,138
-8477395.8926505,5319260.07581403,2023/03/12 05:00:00+00,1435,1435,400 S  CLINTON ST     ,True,CRIMINAL MISCHIEF,43.0478640000001,-76.153742999,139
-8477816.68043702,5314646.56259254,2023/03/12 05:00:00+00,2235,2235,100 BERTRAM PL     ,False,SIMPLE ASSAULT,43.01757,-76.157523,140
-8471923.24091351,5321389.7081188,2023/01/24 05:00:00+00,1936,1936,400 S  MIDLER AVE    ,False,POSSESSION/USE DRUG,43.0618428930001,-76.104581332,141
-8480831.32356719,5320197.85967756,2023/03/13 04:00:00+00,22,22,1900 E  FAYETTE ST     ,False,SIMPLE ASSAULT,43.05402,-76.184604,142
-8477276.16864947,5323039.20649022,2023/03/13 04:00:00+00,238,238,1000 DANFORTH ST     ,False,SIMPLE ASSAULT,43.0726680000001,-76.1526674999999,143
-8480056.56707322,5319645.21070265,2023/01/25 05:00:00+00,103,103,200 LAKEVIEW AVE    ,False,SIMPLE ASSAULT,43.050392259,-76.177644244,144
-8478127.76275404,5323258.65146365,2023/03/13 04:00:00+00,1029,1029,1500 FIRST NORTH ST     ,False,SIMPLE ASSAULT,43.0741080000001,-76.1603175,145
-8475373.10629461,5314697.26322621,2023/03/13 04:00:00+00,1420,1420,200 THURBER ST     ,False,SIMPLE ASSAULT,43.017903,-76.135572,146
-8472260.59674543,5322441.73333336,2023/01/25 05:00:00+00,44,44,100 S  COLLINGWOOD AVE    ,False,SIMPLE ASSAULT,43.068747204,-76.1076118509999,147
-8476455.13174513,5322956.91595451,2023/03/13 04:00:00+00,1611,1611,300 WARHAM ST     ,True,CRIMINAL MISCHIEF,43.0721280000001,-76.145292,148
-8478735.90113224,5315594.84699272,2023/03/13 04:00:00+00,1703,1703,500 SUMMIT AVE    ,False,ALL OTHER OFFENSES,43.0237980000001,-76.1657805,149
-8478579.10774078,5318288.11555752,2023/03/13 04:00:00+00,1933,1933,300 SHONNARD ST     ,False,SIMPLE ASSAULT,43.041483,-76.1643720009999,150
-8474917.32778651,5312871.07526283,2023/01/25 05:00:00+00,144,144,800 E  BRIGHTON AVE    ,False,SIMPLE ASSAULT,43.005907522,-76.131477672,151
-8476545.80147037,5314791.81379106,2023/03/14 04:00:00+00,106,106,200 W  CORNING AVE    ,False,SIMPLE ASSAULT,43.0185240000001,-76.1461065,152
-8473933.57752018,5321882.58642376,2023/01/25 05:00:00+00,1448,1448,1300 TEALL AVE    ,False,SIMPLE ASSAULT,43.0650776890001,-76.1226404929999,153
-8481445.9741356,5320518.70208342,2023/03/14 04:00:00+00,1434,1434,100 LEWIS ST     ,False,OFFN AGAINST FAMILY,43.0561260000001,-76.1901255,154
-8475495.16833891,5318871.72451361,2023/01/25 05:00:00+00,1140,1140,500 S  CROUSE AVE    ,False,OFFN AGAINST FAMILY,43.0453145210001,-76.136668502,155
-8476656.69583203,5321746.72961993,2023/01/25 05:00:00+00,1538,1538,200 JOHN ST     ,False,OFFN AGAINST FAMILY,43.064186068,-76.147102681,156
-8472480.69196533,5319313.54341631,2023/03/14 04:00:00+00,2038,2038,200 GENESEE PARK DR     ,False,OFFN AGAINST FAMILY,43.048215,-76.109589,157
-8470979.88259046,5319966.14701444,2023/03/14 04:00:00+00,1434,1434,300 AUDUBON PKWY   ,False,OFFN AGAINST FAMILY,43.0524990000001,-76.096107,158
-8476711.1109142,5320824.47240816,2023/03/15 04:00:00+00,210,210,800 N  MCBRIDE ST     ,False,OFFN AGAINST FAMILY,43.0581330000001,-76.1475915,159
-8476769.7206261,5319449.27024237,2023/03/14 04:00:00+00,800,1200,300 E  WASHINGTON ST     ,False,OFFN AGAINST FAMILY,43.0491060000001,-76.148118,160
-8481445.9741356,5320518.70208342,2023/03/15 04:00:00+00,1102,1102,100 LEWIS ST     ,False,OFFN AGAINST FAMILY,43.0561260000001,-76.1901255,161
-8475789.38553043,5315897.71531256,2023/03/15 04:00:00+00,1322,1322,100 BERWYN AVE    ,False,SIMPLE ASSAULT,43.025787,-76.1393115,162
-8475260.89624789,5314199.86078433,2023/03/15 04:00:00+00,1847,1850,1400 IVY RIDGE RD     ,False,SIMPLE ASSAULT,43.0146360000001,-76.134564,163
-8477231.08414438,5318644.53494196,2023/03/15 04:00:00+00,2143,2245,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,164
-8472602.92076622,5321261.89219991,2023/03/15 04:00:00+00,2100,2100,400 SUNNYCREST RD     ,False,SIMPLE ASSAULT,43.061004,-76.110687,165
