X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,latitude,longitude,CRIME_WEIGHT
-8476075.42096203,5318278.51983894,2023/03/30 00:00:00+00,2133,2133,100 LIGHT CT     ,LARCENY,43.04138089836083,-76.14171728851231,32
-8476902.63843582,5321295.51190471,2023/02/15 00:00:00+00,1816,1816,100 JOHN ST     ,LARCENY,43.06124898511096,-76.14937810964652,77
-8476759.01102318,5323783.96927177,2023/10/29 00:00:00+00,2119,2140,100 KENWOOD AV   ,MV THEFT,43.07749781315035,-76.1479642739389,2
-8471839.41600111,5320436.95508464,2023/08/27 00:00:00+00,1726,1726,100 SIMON DR     ,LARCENY,43.05561410669604,-76.1038385833689,20
-8479345.04138586,5320192.37528778,2023/08/22 00:00:00+00,1258,1258,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8479345.04138586,5320192.37528778,2023/10/20 00:00:00+00,0919,919,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8479345.04138586,5320192.37528778,2023/09/06 00:00:00+00,0840,840,1000 W GENESEE ST     ,BURGLARY,43.053899261426196,-76.17125701219402,38
-8471839.41600111,5320436.95508464,2023/08/27 00:00:00+00,1604,1604,100 SIMON DR     ,LARCENY,43.05561410669604,-76.1038385833689,20
-8479688.18115588,5319493.85335513,2023/07/02 00:00:00+00,1815,1815,100 LAKEVIEW AV   ,LARCENY,43.049396826675576,-76.17425076874625,2
-8479345.04138586,5320192.37528778,2023/08/17 00:00:00+00,1300,1329,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8471839.41600111,5320436.95508464,2023/01/06 00:00:00+00,1244,1244,100 SIMON DR     ,LARCENY,43.05561410669604,-76.1038385833689,20
-8471794.9082423,5319405.39872941,2023/01/21 00:00:00+00,0500,500,100 W  FAYETTE ST     ,BURGLARY,43.048942165040884,-76.10344001816215,80
-8475541.2277801,5323004.54258039,2023/04/04 00:00:00+00,1900,1900,100 MAYAR ST     ,BURGLARY,43.07243726607678,-76.13715529248887,45
-8479345.04138586,5320192.37528778,2023/11/29 00:00:00+00,1226,1226,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8479345.04138586,5320192.37528778,2023/10/13 00:00:00+00,1723,1723,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8472011.21815423,5322454.39923438,2023/06/12 00:00:00+00,0404,404,100 S MIDLER AV   ,BURGLARY,43.06884299790996,-76.10532414885613,20
-8477199.02424235,5319753.63453536,2023/01/08 00:00:00+00,0115,115,100 N  SALINA ST     ,BURGLARY,43.05110563937675,-76.1521718479597,35
-8471794.9082423,5319405.39872941,2023/03/18 00:00:00+00,0100,200,100 W FAYETTE ST     ,LARCENY,43.048942165040884,-76.10344001816215,2
-8479345.04138586,5320192.37528778,2023/09/28 00:00:00+00,1314,1314,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8472011.21815423,5322454.39923438,2023/06/11 00:00:00+00,0215,215,100 S MIDLER AV   ,BURGLARY,43.06884299790996,-76.10532414885613,20
-8479345.04138586,5320192.37528778,2023/11/29 00:00:00+00,1256,1256,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8479345.04138586,5320192.37528778,2023/08/20 00:00:00+00,1250,1310,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8473707.49910029,5322806.16965044,2023/02/15 00:00:00+00,1106,1106,100 SWANSEA DR     ,LARCENY,43.07116034859941,-76.12065604612451,4
-8475720.25612665,5322539.98838311,2023/08/03 00:00:00+00,1800,1800,100 WADSWORTH ST     ,BURGLARY,43.069379620211606,-76.13886448267154,10
-8477678.90698243,5318683.33688661,2023/05/29 00:00:00+00,0111,927,100 MCCORMICK AVE    ,BURGLARY,43.04401826912996,-76.15628182791987,15
-8479532.89291525,5317005.11831632,2023/07/19 00:00:00+00,2157,2157,1100 BELLEVUE AVE    ,LARCENY,43.03292727234223,-76.172933363954,17
-8473707.49910029,5322806.16965044,2023/03/14 00:00:00+00,1411,1411,100 SWANSEA DR     ,MV THEFT,43.07116034859941,-76.12065604612451,4
-8477183.49517338,5319493.14196132,2023/10/21 00:00:00+00,0457,500,100 WASHINGTON SQ     ,LARCENY,43.04958953212416,-76.15183561532442,27
-8476039.35344701,5322120.33666158,2023/05/19 00:00:00+00,0033,33,1000 HIGHLAND ST     ,BURGLARY,43.066631799791445,-76.14172371710401,70
-8476587.04200213,5313564.45768653,2023/02/24 00:00:00+00,1030,1030,100 SLAYTON AV   ,LARCENY,43.01051553717008,-76.14648093293151,2
-8476428.08110886,5318452.61512264,2023/05/01 00:00:00+00,2300,620,100 WEISER CT     ,LARCENY,43.04256392035249,-76.1448517455859,82
-8476543.81185712,5316090.99184772,2023/04/23 00:00:00+00,0955,955,100 W  BEARD AVE    ,LARCENY,43.02700739753229,-76.14606979101005,52
-8471998.59419002,5322475.15233205,2023/09/26 00:00:00+00,1100,1738,100 N  MIDLER AVE    ,LARCENY,43.06896205856169,-76.10527895363435,17
-8477092.82544813,5318776.13938196,2023/06/09 00:00:00+00,1157,1157,100 ONONDAGA AV   ,LARCENY,43.04468428395821,-76.15084581700063,12
-8472548.81938238,5322404.21664522,2023/09/03 00:00:00+00,0000,839,100 WOODBINE AV   ,MV THEFT,43.06850826531948,-76.11004501872345,2
-8475486.20489351,5318301.22530509,2023/06/09 00:00:00+00,1252,1252,100 MARSHALL ST     ,MV THEFT,43.04157100606464,-76.13666395143119,16
-8475486.20489351,5318301.22530509,2023/09/24 00:00:00+00,1413,1413,100 MARSHALL ST     ,LARCENY,43.04157100606464,-76.13666395143119,16
-8475486.20489351,5318301.22530509,2023/09/18 00:00:00+00,0000,1200,100 MARSHALL ST     ,LARCENY,43.04157100606464,-76.13666395143119,16
-8476346.14417502,5320884.30096318,2023/05/22 00:00:00+00,2359,2359,100 SEWARD ST     ,LARCENY,43.0585557313482,-76.14438525594741,27
-8476839.83364891,5316996.86180036,2023/12/09 00:00:00+00,0308,308,100 MARTIN LUTHER KING      E ,LARCENY,43.03305001025803,-76.14876892010491,7
-8475119.00452874,5320554.28488578,2023/03/24 00:00:00+00,0630,630,100 OAK PL     ,LARCENY,43.05639347910039,-76.13329218544247,12
-8478199.23821609,5315847.70527502,2023/07/29 00:00:00+00,0400,550,100 PARKSIDE AV   ,BURGLARY,43.02546868448069,-76.16095036292757,10
-8481399.69517238,5320242.5431016,2023/09/16 00:00:00+00,0000,700,100 PHARIS ST     ,MV THEFT,43.05426195421519,-76.18967458592847,12
-8475122.68664354,5314787.95851495,2023/09/17 00:00:00+00,0400,400,100 REMINGTON AV   ,MV THEFT,43.01850210684988,-76.1332618484395,4
-8475122.68664354,5314787.95851495,2023/11/08 00:00:00+00,0051,51,100 REMINGTON AV   ,MV THEFT,43.01850210684988,-76.1332618484395,4
-8478793.22009465,5319596.46920398,2023/03/25 00:00:00+00,0945,1800,100 RICHMOND AV   ,MV THEFT,43.05007022135509,-76.16620465138155,2
-8477534.4109438,5312316.7016386,2023/07/12 00:00:00+00,2207,2207,100 RIVERDALE DR     ,BURGLARY,43.00226029072701,-76.15490887555788,72
-8477534.4109438,5312316.7016386,2023/01/13 00:00:00+00,1120,1120,100 RIVERDALE DR     ,LARCENY,43.00226029072701,-76.15490887555788,72
-8473961.96476957,5320173.17994887,2023/11/15 00:00:00+00,2103,2103,1200 BURNET AV   ,BURGLARY,43.053993291889945,-76.12296488254015,10
-8476222.19571064,5322105.25149323,2023/01/11 00:00:00+00,1012,1012,1200 BUTTERNUT ST     ,BURGLARY,43.06653922498004,-76.143338190979,90
-8476222.19571064,5322105.25149323,2023/08/22 00:00:00+00,1100,1200,1200 BUTTERNUT ST     ,BURGLARY,43.06653922498004,-76.143338190979,90
-8476222.19571064,5322105.25149323,2023/02/25 00:00:00+00,0526,526,1200 BUTTERNUT ST     ,LARCENY,43.06653922498004,-76.143338190979,90
-8477384.97398956,5319283.99285532,2023/01/28 00:00:00+00,0145,145,100 WALTON ST     ,LARCENY,43.04802182822569,-76.15356823688512,37
-8473845.52602936,5320231.15090672,2023/05/23 00:00:00+00,1951,1951,1300 BURNET AV   ,MV THEFT,43.05429040537105,-76.12187631629658,2
-8480274.78188429,5316977.7057672,2023/06/19 00:00:00+00,0912,912,1500 BELLEVUE AV   ,MV THEFT,43.03288510442002,-76.17942497512419,2
-8477765.01260856,5324235.00103532,2023/02/26 00:00:00+00,1412,1412,1100 WOLF ST     ,BURGLARY,43.08054576475478,-76.15712466057683,45
-8474802.89413296,5318686.46431138,2023/09/26 00:00:00+00,1700,930,1200 HARRISON ST     ,MV THEFT,43.044094788538544,-76.13051374462,2
-8479660.77663496,5317441.63196223,2023/06/14 00:00:00+00,0110,110,1200 S GEDDES ST     ,BURGLARY,43.0359546788306,-76.17409173368046,12
-8479660.77663496,5317441.63196223,2023/04/06 00:00:00+00,0430,459,1200 S GEDDES ST     ,LARCENY,43.0359546788306,-76.17409173368046,12
-8477697.8291808,5322768.55549514,2023/04/24 00:00:00+00,0234,234,1200 SPRING ST     ,LARCENY,43.07086550140763,-76.15638893123503,42
-8476211.17508105,5322419.30229642,2023/02/06 00:00:00+00,0807,807,1300 BUTTERNUT ST     ,MV THEFT,43.06848544581179,-76.14308713175517,76
-8478043.09359462,5322957.7867065,2023/02/20 00:00:00+00,0232,232,1400 SPRING ST     ,MV THEFT,43.07210890376953,-76.15949513547835,17
-8474845.11794978,5318847.4258942,2023/08/12 00:00:00+00,0029,29,200 COMSTOCK PL     ,BURGLARY,43.04516562388902,-76.13061292069472,10
-8477318.74846601,5317351.89400448,2023/01/09 00:00:00+00,0919,919,200 CORTLAND AV   ,LARCENY,43.035336,-76.1530500009999,2
-8474343.3702806,5319595.57073573,2023/12/02 00:00:00+00,1320,1320,1500 ERIE BLVD E ,BURGLARY,43.050112807686176,-76.12629717860722,10
-8473709.49205313,5318650.01842329,2023/07/09 00:00:00+00,0439,439,200 HAWTHORNE ST     ,BURGLARY,43.04396026340936,-76.12063826520432,15
-8474016.83737485,5319475.94818358,2023/09/25 00:00:00+00,1215,1215,1600 ERIE BLVD E ,LARCENY,43.04930493246501,-76.12338556504056,32
-8474195.71098731,5319818.39487813,2023/03/07 00:00:00+00,0906,1137,1000 CANAL ST     ,MV THEFT,43.051582518681975,-76.12502166863928,42
-8474016.83737485,5319475.94818358,2023/08/31 00:00:00+00,1602,1602,1600 ERIE BLVD E ,BURGLARY,43.04930493246501,-76.12338556504056,32
-8474195.71098731,5319818.39487813,2023/04/12 00:00:00+00,0915,916,1000 CANAL ST     ,LARCENY,43.051582518681975,-76.12502166863928,42
-8474195.71098731,5319818.39487813,2023/08/30 00:00:00+00,1500,1500,1000 CANAL ST     ,MV THEFT,43.051582518681975,-76.12502166863928,42
-8475261.19580865,5323023.99472528,2023/04/01 00:00:00+00,0200,1030,1300 GRANT BLVD   ,MV THEFT,43.07250500398962,-76.13456139986255,12
-8474236.05628772,5318868.8983208,2023/10/25 00:00:00+00,0100,100,1300 MADISON ST     ,BURGLARY,43.0452826159257,-76.12538481068748,15
-8474195.71098731,5319818.39487813,2023/06/27 00:00:00+00,1738,900,1000 CANAL ST     ,MV THEFT,43.051582518681975,-76.12502166863928,42
-8474195.71098731,5319818.39487813,2023/02/16 00:00:00+00,0000,845,1000 CANAL ST     ,MV THEFT,43.051582518681975,-76.12502166863928,42
-8482472.40718901,5321051.02984022,2023/02/08 00:00:00+00,0400,400,1300 MILTON AV   ,BURGLARY,43.05956018413017,-76.19937764665876,10
-8473191.82458357,5319693.64717428,2023/04/25 00:00:00+00,1739,1739,1900 ERIE BLVD E ,LARCENY,43.05075589516811,-76.11600167086733,35
-8476837.84815447,5316148.51415413,2023/10/06 00:00:00+00,2043,2043,200 W BORDEN AV   ,BURGLARY,43.027301545754966,-76.14866733460974,10
-8479353.55732691,5318943.38936565,2023/09/05 00:00:00+00,0026,26,200 S GEDDES ST     ,BURGLARY,43.04594103643632,-76.17126338255494,10
-8479864.51367833,5319787.91041472,2023/12/18 00:00:00+00,1850,1900,200 SACKETT ST     ,MV THEFT,43.05117308692333,-76.1759263905827,17
-8473886.32317558,5315238.54388486,2023/10/04 00:00:00+00,0530,537,200 SMALL RD     ,LARCENY,43.0216649516912,-76.1222728293478,2
-8479379.10515004,5315396.13781531,2023/04/20 00:00:00+00,1145,1157,200 STRATHMORE DR     ,LARCENY,43.0223389,-76.1713584,2
-8477387.8778698,5312484.50493932,2023/07/02 00:00:00+00,2304,2304,1500 VALLEY DR   ,BURGLARY,43.00352201106087,-76.1536633254192,10
-8476856.26306992,5316991.27664418,2023/01/12 00:00:00+00,0728,728,1400 S  SALINA ST     ,LARCENY,43.03301281281357,-76.14891666733334,86
-8475299.46845146,5323312.14195754,2023/03/06 00:00:00+00,2230,730,200 KENWICK DR     ,MV THEFT,43.07444712144896,-76.13516638587636,2
-8473191.82458357,5319693.64717428,2023/09/18 00:00:00+00,1532,1532,1900 ERIE BLVD E ,LARCENY,43.05075589516811,-76.11600167086733,35
-8477985.76606061,5322238.15266445,2023/09/18 00:00:00+00,0850,850,1300 N SALINA ST     ,LARCENY,43.06738860652063,-76.15898618892696,2
-8476574.85596879,5315089.17469879,2023/09/18 00:00:00+00,2100,2100,200 W BRIGHTON AV   ,MV THEFT,43.02048958098615,-76.14625146679468,6
-8472579.37669392,5322572.90304104,2023/08/21 00:00:00+00,1900,800,200 LILLIAN AV   ,MV THEFT,43.06960308763869,-76.11059409689364,2
-8473191.82458357,5319693.64717428,2023/07/25 00:00:00+00,0230,500,1900 ERIE BLVD E ,LARCENY,43.05075589516811,-76.11600167086733,35
-8476574.85596879,5315089.17469879,2023/03/26 00:00:00+00,1300,1345,200 W BRIGHTON AV   ,MV THEFT,43.02048958098615,-76.14625146679468,6
-8476574.85596879,5315089.17469879,2023/05/21 00:00:00+00,1757,1757,200 W BRIGHTON AV   ,MV THEFT,43.02048958098615,-76.14625146679468,6
-8478679.78352978,5322624.51772495,2023/11/10 00:00:00+00,1146,1146,1700 N SALINA ST     ,LARCENY,43.06991867228837,-76.16520616192537,14
-8478679.78352978,5322624.51772495,2023/05/24 00:00:00+00,2336,2336,1700 N SALINA ST     ,BURGLARY,43.06991867228837,-76.16520616192537,14
-8478679.78352978,5322624.51772495,2023/01/30 00:00:00+00,1558,1558,1700 N SALINA ST   ,BURGLARY,43.06991867228837,-76.16520616192537,10
-8476152.94396674,5323505.22050135,2023/09/01 00:00:00+00,0011,11,1800 BUTTERNUT ST     ,MV THEFT,43.075721705087965,-76.14265412623028,12
-8470263.54177852,5318438.90671494,2023/06/19 00:00:00+00,0630,900,200 W GENESEE ST   ,MV THEFT,43.042306637529414,-76.08972541267762,2
-8477523.9814207,5322219.83462332,2023/07/23 00:00:00+00,0600,900,1300 PARK ST     ,BURGLARY,43.067265791045855,-76.15483239926475,25
-8473191.82458357,5319693.64717428,2023/02/09 00:00:00+00,1230,1230,1900 ERIE BLVD E ,MV THEFT,43.05075589516811,-76.11600167086733,35
-8473191.82458357,5319693.64717428,2023/11/01 00:00:00+00,1819,1819,1900 ERIE BLVD E ,LARCENY,43.05075589516811,-76.11600167086733,35
-8476856.26306992,5316991.27664418,2023/04/30 00:00:00+00,0743,743,1400 S SALINA ST     ,LARCENY,43.03301281281357,-76.14891666733334,6
-8474484.72800015,5319640.40056779,2023/07/23 00:00:00+00,1300,755,1400 ERIE BLVD E ,LARCENY,43.05036989734028,-76.12758819700841,7
-8473646.78667453,5322060.33669159,2023/01/20 00:00:00+00,0800,756,1900 JAMES ST     ,LARCENY,43.06628839305769,-76.12010451384613,7
-8476644.71930198,5321102.70985709,2023/06/20 00:00:00+00,1207,1207,1400 LODI ST     ,LARCENY,43.05991809990245,-76.14703679118224,42
-8480678.03662837,5319990.82619624,2023/07/13 00:00:00+00,2237,2136,1800 E FAYETTE ST     ,BURGLARY,43.05251747862968,-76.18351448398455,10
-8476644.71930198,5321102.70985709,2023/08/11 00:00:00+00,0200,900,1400 LODI ST     ,BURGLARY,43.05991809990245,-76.14703679118224,42
-8477387.8778698,5312484.50493932,2023/09/01 00:00:00+00,0733,733,1500 VALLEY DR     ,BURGLARY,43.00352201106087,-76.1536633254192,65
-8476856.26306992,5316991.27664418,2023/11/12 00:00:00+00,1600,709,1400 S SALINA ST     ,MV THEFT,43.03301281281357,-76.14891666733334,6
-8476492.70207327,5315389.28585005,2023/06/20 00:00:00+00,1140,1143,200 WARNER AV   ,LARCENY,43.0223524746544,-76.14562201882708,2
-8474679.35944313,5313673.45938518,2023/12/09 00:00:00+00,1400,1400,200 AINSLEY DR   ,MV THEFT,43.01122232474773,-76.12934290366046,2
-8476268.52599215,5315972.64315996,2023/07/27 00:00:00+00,1500,1500,1900 S STATE ST     ,MV THEFT,43.026299804252716,-76.14353435445574,2
-8480405.77631584,5319080.08036979,2023/07/16 00:00:00+00,0000,1000,200 BRYANT AV   ,MV THEFT,43.046708264195836,-76.18071234083232,2
-8480678.03662837,5319990.82619624,2023/01/29 00:00:00+00,1711,1711,1800 W  FAYETTE ST     ,BURGLARY,43.05251747862968,-76.18351448398455,75
-8473874.30078189,5318990.00055023,2023/01/07 00:00:00+00,1040,1040,1800 W  GENESEE ST     ,LARCENY,43.04631753056026,-76.12195634839617,34
-8476843.59680429,5317777.23462061,2023/07/03 00:00:00+00,1538,1538,1000 MONTGOMERY ST     ,LARCENY,43.0381687473131,-76.1487845891654,24
-8479345.04138586,5320192.37528778,2023/09/18 00:00:00+00,0651,651,1000 W GENESEE ST     ,LARCENY,43.053899261426196,-76.17125701219402,38
-8476843.59680429,5317777.23462061,2023/06/05 00:00:00+00,1440,1440,1000 MONTGOMERY ST     ,LARCENY,43.0381687473131,-76.1487845891654,24
-8473874.30078189,5318990.00055023,2023/09/23 00:00:00+00,1918,1918,1800 W  GENESEE ST     ,LARCENY,43.04631753056026,-76.12195634839617,34
-8473874.30078189,5318990.00055023,2023/06/19 00:00:00+00,1552,1552,1800 W GENESEE ST     ,BURGLARY,43.04631753056026,-76.12195634839617,26
-8478162.80791085,5322339.2620714,2023/08/25 00:00:00+00,1442,1442,1400 N SALINA ST     ,BURGLARY,43.06802635857212,-76.1606681374226,10
-8473874.30078189,5318990.00055023,2023/09/28 00:00:00+00,1449,1449,1800 W GENESEE ST     ,LARCENY,43.04631753056026,-76.12195634839617,26
-8473874.30078189,5318990.00055023,2023/10/20 00:00:00+00,1119,1119,1800 W GENESEE ST     ,LARCENY,43.04631753056026,-76.12195634839617,26
-8473874.30078189,5318990.00055023,2023/10/04 00:00:00+00,1201,1201,1800 W GENESEE ST     ,BURGLARY,43.04631753056026,-76.12195634839617,26
-8476121.83773879,5317979.36347985,2023/04/01 00:00:00+00,2200,1100,1200 ALMOND ST     ,LARCENY,43.03945756731679,-76.1422834442593,62
-8476856.26306992,5316991.27664418,2023/06/20 00:00:00+00,1119,1119,1400 S SALINA ST     ,LARCENY,43.03301281281357,-76.14891666733334,6
-8473874.30078189,5318990.00055023,2023/09/17 00:00:00+00,1438,1438,1800 W GENESEE ST     ,LARCENY,43.04631753056026,-76.12195634839617,26
-8476774.06631639,5321809.95280126,2023/07/26 00:00:00+00,1447,1447,1000 PARK ST     ,MV THEFT,43.06455588701363,-76.14819045556044,24
-8476774.06631639,5321809.95280126,2023/07/22 00:00:00+00,1457,2300,1000 PARK ST     ,LARCENY,43.06455588701363,-76.14819045556044,24
-8470175.51934208,5319191.79218995,2023/06/03 00:00:00+00,1930,900,1400 SALT SPRINGS RD     ,MV THEFT,43.04746092508021,-76.0888533863668,2
-8476211.17508105,5322419.30229642,2023/02/05 00:00:00+00,1015,1015,1300 BUTTERNUT ST     ,MV THEFT,43.06848544581179,-76.14308713175517,76
-8479033.45813113,5319617.90328794,2023/10/07 00:00:00+00,1225,1225,200 RICHMOND AV   ,BURGLARY,43.050058801906005,-76.1684586086672,10
-8473672.92371173,5321640.36597696,2023/11/27 00:00:00+00,1930,1930,300 HIXSON AVE    ,LARCENY,43.06349284041686,-76.12016431593284,2
-8478081.15272664,5322066.35564189,2023/07/25 00:00:00+00,1044,1044,2400 LODI ST     ,LARCENY,43.06625590611643,-76.15982860899067,12
